"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0T9M0","2020-05-29 00:00:00","92.000","317.000","2.200","23.900","1.000","1004.300","","9.000","-99.000","-99.000","-99.000","27.900","","23.300",""
"C0AI00","2020-05-29 00:00:00","188.000","96.000","1.100","22.400","1.000","992.000","","63.000","-99.000","-99.000","-99.000","23.800","","21.400",""
"C0D590","2020-05-29 00:00:00","143.000","61.000","0.500","22.300","0.990","997.100","","65.500","-99.000","-99.000","-99.000","23.900","","21.300",""
"C0U990","2020-05-29 00:00:00","31.000","226.000","0.600","23.500","0.990","1010.900","","31.000","-99.000","-99.000","-99.000","25.300","","22.400",""
"C0M700","2020-05-29 00:00:00","150.000","80.000","0.700","24.200","1.000","995.400","","13.500","-99.000","-99.000","-99.000","30.800","","24.200",""
"C0A970","2020-05-29 00:00:00","96.000","240.000","0.800","22.000","0.990","1002.900","","100.500","-99.000","-99.000","-99.000","22.200","","20.700",""
"CM0110","2020-05-29 00:00:00","7.000","354.000","1.100","25.400","0.860","1011.300","","-99.000","-99.000","-99.000","-99.000","28.300","","24.600",""
"C0S940","2020-05-29 00:00:00","150.000","3.000","1.100","23.800","1.000","995.600","","1.000","-99.000","-99.000","-99.000","28.900","","23.100",""
"C0X250","2020-05-29 00:00:00","33.000","0.000","0.000","26.500","0.850","1007.900","","19.500","-99.000","-99.000","-99.000","31.500","","25.200",""
"C0K520","2020-05-29 00:00:00","10.000","37.000","0.500","25.700","0.930","1009.800","","48.500","-99.000","-99.000","-99.000","30.400","","24.600",""
"C0Z200","2020-05-29 00:00:00","153.000","204.000","0.800","23.500","0.950","997.300","","12.000","-99.000","-99.000","-99.000","27.200","","22.400",""
"C0V740","2020-05-29 00:00:00","60.000","79.000","0.500","26.100","1.000","1006.100","","12.500","-99.000","-99.000","-99.000","31.900","","25.100",""
"C0V790","2020-05-29 00:00:00","410.000","28.000","1.400","23.600","0.960","965.800","","6.000","-99.000","-99.000","-99.000","30.800","","23.300",""
"C0G860","2020-05-29 00:00:00","45.000","135.000","0.600","26.000","0.000","1005.800","","78.500","-99.000","-99.000","-99.000","31.000","","24.700",""
"C0Z250","2020-05-29 00:00:00","1124.000","0.000","0.000","19.600","0.990","891.300","","25.000","-99.000","-99.000","-99.000","22.800","","19.300",""
"C0K440","2020-05-29 00:00:00","35.000","0.000","0.000","25.400","0.920","1007.900","","66.500","-99.000","-99.000","-99.000","30.000","","24.200",""
"C0T900","2020-05-29 00:00:00","160.000","0.000","0.000","23.200","0.960","994.100","","8.500","-99.000","-99.000","-99.000","27.700","","22.200",""
"C0F9V0","2020-05-29 00:00:00","525.000","189.000","2.100","23.600","0.910","953.800","","38.500","-99.000","-99.000","-99.000","26.400","","23.000",""
"C0UA20","2020-05-29 00:00:00","2619.000","211.000","4.000","10.900","1.000","-99.000","","10.000","-99.000","-99.000","-99.000","14.500","","10.900",""
"C0M850","2020-05-29 00:00:00","695.000","0.000","0.000","21.000","0.990","934.700","","39.500","-99.000","-99.000","-99.000","28.200","","21.000",""
"C0C620","2020-05-29 00:00:00","19.000","183.000","0.600","22.700","0.980","1008.500","","36.500","-99.000","-99.000","-99.000","25.200","","21.800",""
"C0I360","2020-05-29 00:00:00","300.000","103.000","2.100","23.400","0.920","977.600","","79.500","-99.000","-99.000","-99.000","29.400","","22.400",""
"C0M810","2020-05-29 00:00:00","1354.000","147.000","0.700","18.100","0.990","867.100","","102.000","-99.000","-99.000","-99.000","22.900","","18.000",""
"C0AC80","2020-05-29 00:00:00","40.000","32.000","0.400","23.100","0.990","1007.800","","140.000","-99.000","-99.000","-99.000","23.100","","21.700",""
"CM0140","2020-05-29 00:00:00","26.000","64.000","1.300","26.100","0.810","1010.300","","0.000","-99.000","-99.000","-99.000","27.700","","24.700",""
"C0SA20","2020-05-29 00:00:00","857.000","0.000","0.000","21.300","1.000","918.900","","3.500","-99.000","-99.000","-99.000","25.700","","20.400",""
"C0K490","2020-05-29 00:00:00","91.000","96.000","0.800","24.900","0.920","1001.100","","84.000","-99.000","-99.000","-99.000","30.800","","23.700",""
"C0V820","2020-05-29 00:00:00","441.000","177.000","0.600","22.200","0.990","965.300","","44.500","-99.000","-99.000","-99.000","30.700","","22.200",""
"C0S810","2020-05-29 00:00:00","65.000","24.000","0.700","24.600","0.990","1007.900","","4.500","-99.000","-99.000","-99.000","30.900","","23.900",""
"C0R580","2020-05-29 00:00:00","10.000","110.000","1.100","27.000","0.930","1010.700","","42.000","-99.000","-99.000","-99.000","31.200","","24.500",""
"C0Z330","2020-05-29 00:00:00","488.000","340.000","0.900","22.300","0.990","960.900","","1.500","-99.000","-99.000","-99.000","27.400","","21.700",""
"C0E590","2020-05-29 00:00:00","40.000","302.000","0.600","23.500","0.990","1006.500","","32.000","-99.000","-99.000","-99.000","25.600","","22.400",""
"C0O900","2020-05-29 00:00:00","9.000","153.000","1.100","25.700","0.990","1010.700","","4.500","-99.000","-99.000","-99.000","31.800","","25.400",""
"C0AD00","2020-05-29 00:00:00","86.000","191.000","1.200","23.900","0.930","1002.700","","21.500","-99.000","-99.000","-99.000","24.500","","22.300",""
"C0V700","2020-05-29 00:00:00","24.000","129.000","1.300","27.800","0.860","1008.300","","45.500","-99.000","-99.000","-99.000","31.100","","24.700",""
"C0AH00","2020-05-29 00:00:00","38.000","0.000","0.000","22.900","1.000","1008.000","","118.000","-99.000","-99.000","-99.000","23.200","","21.900",""
"C0X080","2020-05-29 00:00:00","2.000","156.000","1.300","26.500","0.930","1011.200","","54.000","-99.000","-99.000","-99.000","31.500","","24.100",""
"C0AC40","2020-05-29 00:00:00","1079.000","211.000","2.000","19.300","0.990","894.300","","44.000","-99.000","-99.000","-99.000","22.000","","17.600",""
"C0S840","2020-05-29 00:00:00","22.000","272.000","0.900","25.700","0.970","1011.900","","0.000","-99.000","-99.000","-99.000","33.100","","24.100",""
"C0G820","2020-05-29 00:00:00","29.000","0.000","0.000","26.200","0.940","1007.900","","21.000","-99.000","-99.000","-99.000","30.600","","25.100",""
"C0R590","2020-05-29 00:00:00","72.000","254.000","0.400","26.600","0.990","1004.000","","18.000","-99.000","-99.000","-99.000","31.600","","24.700",""
"C0A9E0","2020-05-29 00:00:00","26.000","149.000","1.000","23.700","0.910","1009.900","","64.000","-99.000","-99.000","-99.000","23.700","","22.200",""
"C0R480","2020-05-29 00:00:00","57.000","0.000","0.000","25.900","0.960","1004.800","","16.500","-99.000","-99.000","-99.000","32.300","","24.700",""
"C0X300","2020-05-29 00:00:00","70.000","0.000","0.000","24.600","0.970","1003.400","","4.000","-99.000","-99.000","-99.000","31.900","","24.600",""
"C0U970","2020-05-29 00:00:00","7.000","97.000","0.300","23.600","0.990","1013.700","","30.000","-99.000","-99.000","-99.000","24.500","","21.800",""
"C0SA90","2020-05-29 00:00:00","497.000","0.000","0.000","22.900","1.000","956.700","","3.000","-99.000","-99.000","-99.000","28.900","","22.100",""
"C0R750","2020-05-29 00:00:00","551.000","0.000","0.000","22.800","1.000","951.200","","1.000","-99.000","-99.000","-99.000","27.000","","22.300",""
"C0R340","2020-05-29 00:00:00","230.000","28.000","0.700","23.600","1.000","986.300","","1.500","-99.000","-99.000","-99.000","30.100","","22.800",""
"C0M750","2020-05-29 00:00:00","10.000","224.000","0.800","27.500","0.870","1010.500","","12.000","-99.000","-99.000","-99.000","30.500","","25.400",""
"C0I110","2020-05-29 00:00:00","161.000","81.000","0.500","24.600","0.920","994.300","","106.500","-99.000","-99.000","-99.000","31.100","","24.200",""
"C0V370","2020-05-29 00:00:00","74.000","0.000","0.000","25.600","1.000","1004.100","","10.000","-99.000","-99.000","-99.000","31.700","","23.800",""
"C0C690","2020-05-29 00:00:00","242.000","157.000","1.300","21.800","0.890","984.600","","45.000","-99.000","-99.000","-99.000","22.900","","20.600",""
"C0A540","2020-05-29 00:00:00","401.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0SA60","2020-05-29 00:00:00","6.000","45.000","0.300","25.600","0.960","1011.400","","5.000","-99.000","-99.000","-99.000","28.500","","24.800",""
"C0H950","2020-05-29 00:00:00","192.000","0.000","0.000","23.500","0.990","990.600","","95.500","-99.000","-99.000","-99.000","30.700","","23.500",""
"C0O960","2020-05-29 00:00:00","112.000","152.000","1.100","25.500","0.940","998.500","","15.000","-99.000","-99.000","-99.000","30.600","","24.000",""
"C0E880","2020-05-29 00:00:00","507.000","244.000","1.800","22.800","0.990","955.300","","35.500","-99.000","-99.000","-99.000","25.100","","20.800",""
"C0AH10","2020-05-29 00:00:00","30.000","104.000","1.800","23.600","1.000","1008.600","","126.000","-99.000","-99.000","-99.000","24.000","","22.200",""
"C0R820","2020-05-29 00:00:00","588.000","89.000","0.800","22.600","1.000","948.800","","15.500","-99.000","-99.000","-99.000","29.900","","22.100",""
"C0R680","2020-05-29 00:00:00","13.000","342.000","1.100","25.700","0.950","1011.200","","0.500","-99.000","-99.000","-99.000","31.700","","24.300",""
"C0X210","2020-05-29 00:00:00","38.000","17.000","0.600","26.100","0.930","1005.500","","6.500","-99.000","-99.000","-99.000","31.400","","25.000",""
"C0D430","2020-05-29 00:00:00","87.000","0.000","0.000","23.400","1.000","1000.800","","119.000","-99.000","-99.000","-99.000","25.000","","22.200",""
"C0AD30","2020-05-29 00:00:00","20.000","133.000","1.200","24.400","0.860","1008.200","","63.500","-99.000","-99.000","-99.000","24.400","","22.600",""
"C0R240","2020-05-29 00:00:00","87.000","120.000","0.900","24.800","0.960","1002.500","","58.500","-99.000","-99.000","-99.000","31.700","","24.300",""
"C0AI30","2020-05-29 00:00:00","26.000","93.000","3.000","24.100","0.990","1010.200","","95.500","-99.000","-99.000","-99.000","24.100","","22.300",""
"C0U960","2020-05-29 00:00:00","1885.000","343.000","1.100","15.900","0.990","815.800","","26.000","-99.000","-99.000","-99.000","18.200","","15.300",""
"C0T9E0","2020-05-29 00:00:00","415.000","47.000","0.900","22.300","0.990","968.100","","11.000","-99.000","-99.000","-99.000","24.300","","21.400",""
"C0D550","2020-05-29 00:00:00","1956.000","164.000","0.400","15.400","0.930","812.700","","54.000","-99.000","-99.000","-99.000","18.300","","15.300",""
"C0C630","2020-05-29 00:00:00","209.000","56.000","0.800","21.800","0.990","988.500","","138.500","-99.000","-99.000","-99.000","22.700","","20.900",""
"C0Z150","2020-05-29 00:00:00","27.000","240.000","0.800","24.500","0.990","1010.900","","8.000","-99.000","-99.000","-99.000","26.200","","23.000",""
"C0W170","2020-05-29 00:00:00","42.000","17.000","2.000","22.800","0.920","1007.500","","0.000","-99.000","-99.000","-99.000","23.400","","21.800",""
"C0E540","2020-05-29 00:00:00","32.000","227.000","0.700","23.400","0.970","1008.400","","85.500","-99.000","-99.000","-99.000","25.000","","22.400",""
"C0D660","2020-05-29 00:00:00","65.000","70.000","1.100","23.500","0.930","1004.400","","90.000","-99.000","-99.000","-99.000","24.500","","21.800",""
"C0U650","2020-05-29 00:00:00","442.000","0.000","0.000","21.500","1.000","964.400","","32.500","-99.000","-99.000","-99.000","24.200","","19.800",""
"C0G810","2020-05-29 00:00:00","26.000","0.000","0.100","26.300","0.950","1007.600","","25.500","-99.000","-99.000","-99.000","30.000","","25.400",""
"C0F9Z0","2020-05-29 00:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M410","2020-05-29 00:00:00","245.000","352.000","1.200","22.300","0.980","981.100","","94.500","-99.000","-99.000","-99.000","30.800","","22.300",""
"C0I410","2020-05-29 00:00:00","180.000","54.000","0.400","24.000","0.970","991.200","","92.500","-99.000","-99.000","-99.000","30.300","","23.200",""
"C0R840","2020-05-29 00:00:00","536.000","285.000","0.600","23.100","0.990","953.300","","5.500","-99.000","-99.000","-99.000","28.200","","22.200",""
"C0K250","2020-05-29 00:00:00","12.000","0.000","0.000","24.900","0.980","1010.500","","38.000","-99.000","-99.000","-99.000","30.600","","24.400",""
"C0AH80","2020-05-29 00:00:00","68.000","56.000","2.200","22.600","0.990","1004.200","","156.500","-99.000","-99.000","-99.000","23.200","","21.400",""
"C0V640","2020-05-29 00:00:00","35.000","151.000","1.300","28.100","0.910","1007.800","","48.000","-99.000","-99.000","-99.000","31.900","","24.700",""
"C0G780","2020-05-29 00:00:00","27.000","8.000","0.700","26.100","0.940","1008.500","","24.500","-99.000","-99.000","-99.000","29.100","","24.700",""
"C0C590","2020-05-29 00:00:00","72.000","117.000","0.600","22.300","0.970","1003.200","","49.500","-99.000","-99.000","-99.000","24.100","","21.400",""
"C0M790","2020-05-29 00:00:00","15.000","0.000","0.000","26.500","0.910","1008.900","","19.500","-99.000","-99.000","-99.000","30.600","","24.100",""
"C0R130","2020-05-29 00:00:00","1040.000","82.000","1.300","20.500","0.990","898.000","","29.000","-99.000","-99.000","-99.000","23.700","","20.300",""
"C0AH30","2020-05-29 00:00:00","755.000","150.000","5.200","18.400","0.990","927.300","","121.000","-99.000","-99.000","-99.000","19.400","","16.800",""
"C0X170","2020-05-29 00:00:00","50.000","166.000","1.000","26.800","0.980","1005.700","","19.000","-99.000","-99.000","-99.000","32.700","","24.300",""
"C0K291","2020-05-29 00:00:00","8.000","6.000","1.700","26.300","0.960","1011.300","","1.000","-99.000","-99.000","-99.000","30.300","","26.000",""
"C0D480","2020-05-29 00:00:00","223.000","0.000","0.000","21.900","0.990","986.100","","127.500","-99.000","-99.000","-99.000","23.300","","20.800",""
"C0F0C0","2020-05-29 00:00:00","983.000","0.000","0.200","20.300","0.990","904.700","","50.500","-99.000","-99.000","-99.000","22.400","","20.000",""
"C0U860","2020-05-29 00:00:00","5.000","268.000","0.500","23.900","1.000","1012.800","","39.000","-99.000","-99.000","-99.000","25.000","","22.400",""
"C0UA50","2020-05-29 00:00:00","808.000","166.000","0.700","20.200","1.000","924.300","","47.500","-99.000","-99.000","-99.000","22.600","","18.400",""
"C0X320","2020-05-29 00:00:00","30.000","234.000","0.500","25.100","0.910","1007.400","","10.500","-99.000","-99.000","-99.000","31.800","","24.700",""
"C0T960","2020-05-29 00:00:00","120.000","2.000","0.600","23.600","0.990","1000.000","","9.500","-99.000","-99.000","-99.000","28.100","","22.500",""
"C0SA80","2020-05-29 00:00:00","136.000","0.000","0.100","24.600","0.980","997.300","","10.500","-99.000","-99.000","-99.000","30.700","","24.100",""
"C0E780","2020-05-29 00:00:00","160.000","0.000","0.100","23.900","1.000","993.700","","39.000","-99.000","-99.000","-99.000","25.600","","22.300",""
"C0F9Q0","2020-05-29 00:00:00","149.000","355.000","0.800","24.400","1.000","993.800","","28.000","-99.000","-99.000","-99.000","28.000","","23.100",""
"C0F9X0","2020-05-29 00:00:00","166.000","0.000","0.000","24.600","0.990","993.100","","33.000","-99.000","-99.000","-99.000","27.200","","21.400",""
"C0F0D0","2020-05-29 00:00:00","3171.000","150.000","3.400","8.200","1.000","700.500","","10.000","-99.000","-99.000","-99.000","11.000","","8.200",""
"C0S730","2020-05-29 00:00:00","110.000","27.000","6.800","25.200","0.990","999.800","","4.000","-99.000","-99.000","-99.000","27.500","","24.200",""
"C0T790","2020-05-29 00:00:00","2830.000","341.000","0.900","11.000","0.980","729.500","","32.000","-99.000","-99.000","-99.000","14.700","","11.000",""
"C0V750","2020-05-29 00:00:00","50.000","151.000","1.800","27.500","1.000","1007.300","","50.000","-99.000","-99.000","-99.000","32.600","","24.400",""
"C0K530","2020-05-29 00:00:00","12.000","99.000","0.600","25.700","0.940","1010.400","","8.500","-99.000","-99.000","-99.000","29.400","","24.800",""
"C0M780","2020-05-29 00:00:00","30.000","0.000","0.000","26.100","0.990","1008.600","","23.500","-99.000","-99.000","-99.000","30.900","","23.700",""
"C0K510","2020-05-29 00:00:00","10.000","352.000","0.900","25.700","0.960","1010.000","","12.000","-99.000","-99.000","-99.000","30.800","","25.000",""
"C0D650","2020-05-29 00:00:00","97.000","50.000","0.700","23.000","0.930","1000.900","","57.000","-99.000","-99.000","-99.000","24.200","","21.700",""
"C0V630","2020-05-29 00:00:00","19.000","165.000","1.100","27.300","0.950","1010.300","","71.500","-99.000","-99.000","-99.000","30.800","","24.200",""
"C0U910","2020-05-29 00:00:00","17.000","0.000","0.000","23.500","0.970","1011.400","","9.000","-99.000","-99.000","-99.000","24.800","","22.400",""
"C0A640","2020-05-29 00:00:00","241.000","0.000","0.000","21.700","0.980","987.600","","153.000","-99.000","-99.000","-99.000","22.600","","20.600",""
"C0U600","2020-05-29 00:00:00","10.000","0.000","0.000","23.500","0.990","1011.800","","32.500","-99.000","-99.000","-99.000","24.800","","21.800",""
"C0R830","2020-05-29 00:00:00","383.000","0.000","0.000","23.500","0.970","969.300","","1.000","-99.000","-99.000","-99.000","29.400","","22.800",""
"C0U780","2020-05-29 00:00:00","15.000","0.000","0.100","23.200","0.990","1012.000","","18.500","-99.000","-99.000","-99.000","24.800","","22.200",""
"C0U760","2020-05-29 00:00:00","22.000","0.000","0.000","23.600","0.990","1012.300","","64.500","-99.000","-99.000","-99.000","25.800","","22.800",""
"C0X290","2020-05-29 00:00:00","10.000","0.000","0.000","26.900","0.910","1010.600","","17.500","-99.000","-99.000","-99.000","30.400","","25.000",""
"C0E830","2020-05-29 00:00:00","37.000","359.000","1.200","24.200","0.950","1007.300","","16.000","-99.000","-99.000","-99.000","26.000","","23.100",""
"C0K330","2020-05-29 00:00:00","38.000","353.000","0.300","25.900","0.910","1007.000","","107.500","-99.000","-99.000","-99.000","31.300","","24.400",""
"C0M660","2020-05-29 00:00:00","40.000","0.000","0.200","26.100","0.930","1007.700","","42.500","-99.000","-99.000","-99.000","30.300","","23.900",""
"C0D580","2020-05-29 00:00:00","120.000","0.000","0.000","22.400","0.990","998.200","","128.000","-99.000","-99.000","-99.000","24.000","","21.500",""
"C0R640","2020-05-29 00:00:00","21.000","151.000","0.600","27.300","0.980","1009.500","","16.000","-99.000","-99.000","-99.000","31.000","","25.000",""
"C0E810","2020-05-29 00:00:00","53.000","0.000","0.000","22.800","0.990","1006.200","","61.500","-99.000","-99.000","-99.000","24.500","","21.800",""
"C0A550","2020-05-29 00:00:00","422.000","0.000","0.000","21.100","1.000","966.500","","120.000","-99.000","-99.000","-99.000","21.900","","19.900",""
"C0G750","2020-05-29 00:00:00","31.000","0.000","0.000","25.300","0.950","1009.100","","-99.000","-99.000","-99.000","-99.000","28.800","","24.200",""
"C0Z270","2020-05-29 00:00:00","343.000","26.000","0.300","22.500","0.990","975.400","","15.500","-99.000","-99.000","-99.000","23.900","","21.600",""
"C0UA30","2020-05-29 00:00:00","1397.000","0.000","0.000","17.900","0.990","862.400","","8.500","-99.000","-99.000","-99.000","20.900","","16.900",""
"C0I080","2020-05-29 00:00:00","536.000","0.000","0.000","21.100","0.990","955.600","","136.000","-99.000","-99.000","-99.000","28.200","","21.100",""
"C0UA00","2020-05-29 00:00:00","392.000","0.000","0.000","21.900","1.000","970.600","","19.000","-99.000","-99.000","-99.000","28.800","","20.500",""
"C0S920","2020-05-29 00:00:00","98.000","0.000","0.000","25.400","0.970","997.100","","3.500","-99.000","-99.000","-99.000","29.600","","24.600",""
"C0AD40","2020-05-29 00:00:00","32.000","0.000","0.200","23.100","0.950","1009.100","","142.000","-99.000","-99.000","-99.000","23.100","","21.800",""
"C0G900","2020-05-29 00:00:00","20.000","7.000","2.200","26.100","0.920","1009.000","","19.500","-99.000","-99.000","-99.000","28.100","","24.800",""
"C0S660","2020-05-29 00:00:00","794.000","220.000","0.400","21.300","1.000","927.500","","1.500","-99.000","-99.000","-99.000","26.300","","21.000",""
"C0M640","2020-05-29 00:00:00","155.000","0.000","0.000","24.900","0.860","993.900","","13.500","-99.000","-99.000","-99.000","30.600","","24.100",""
"C0R660","2020-05-29 00:00:00","20.000","151.000","1.500","26.600","0.910","1010.400","","14.000","-99.000","-99.000","-99.000","30.200","","25.100",""
"C0UA10","2020-05-29 00:00:00","1711.000","358.000","0.300","15.200","1.000","833.900","","22.000","-99.000","-99.000","-99.000","19.200","","14.900",""
"C0V770","2020-05-29 00:00:00","26.000","145.000","1.600","26.800","0.900","1008.800","","33.500","-99.000","-99.000","-99.000","32.200","","23.900",""
"C0E730","2020-05-29 00:00:00","26.000","0.000","0.000","23.500","0.970","1007.500","","103.000","-99.000","-99.000","-99.000","25.400","","22.000",""
"C0V810","2020-05-29 00:00:00","32.000","144.000","1.000","27.200","0.920","1007.200","","37.000","-99.000","-99.000","-99.000","30.300","","24.100",""
"C0A9C0","2020-05-29 00:00:00","35.000","101.000","0.300","23.500","0.960","1008.800","","50.000","-99.000","-99.000","-99.000","24.600","","22.400",""
"C0X310","2020-05-29 00:00:00","9.000","170.000","2.000","27.400","0.880","1011.300","","19.000","-99.000","-99.000","-99.000","30.400","","24.400",""
"C0K280","2020-05-29 00:00:00","23.000","14.000","0.600","25.500","1.000","1011.400","","26.000","-99.000","-99.000","-99.000","30.500","","24.700",""
"C0M650","2020-05-29 00:00:00","20.000","245.000","0.500","26.400","0.930","1009.900","","9.500","-99.000","-99.000","-99.000","30.400","","24.200",""
"C0S910","2020-05-29 00:00:00","212.000","0.000","0.000","26.100","0.910","990.700","","0.000","-99.000","-99.000","-99.000","29.500","","25.300",""
"C0D570","2020-05-29 00:00:00","15.000","0.000","0.000","22.900","1.000","1010.300","","73.000","-99.000","-99.000","-99.000","24.700","","22.100",""
"C0M710","2020-05-29 00:00:00","15.000","262.000","0.400","27.300","0.900","1010.300","","2.000","-99.000","-99.000","-99.000","29.800","","25.800",""
"C0V490","2020-05-29 00:00:00","20.000","142.000","0.700","27.600","0.990","1009.800","","55.000","-99.000","-99.000","-99.000","31.100","","24.600",""
"C0E870","2020-05-29 00:00:00","34.000","0.000","0.000","23.400","0.990","1009.600","","98.000","-99.000","-99.000","-99.000","25.300","","22.300",""
"C0M800","2020-05-29 00:00:00","440.000","0.000","0.000","21.800","0.980","963.600","","51.000","-99.000","-99.000","-99.000","29.500","","21.700",""
"C0A570","2020-05-29 00:00:00","360.000","0.000","0.000","21.200","0.990","972.900","","75.500","-99.000","-99.000","-99.000","23.000","","20.000",""
"C0S790","2020-05-29 00:00:00","236.000","360.000","0.500","23.800","0.990","988.100","","4.000","-99.000","-99.000","-99.000","29.200","","23.200",""
"C0S830","2020-05-29 00:00:00","288.000","250.000","1.600","23.500","1.000","982.200","","1.500","-99.000","-99.000","-99.000","26.700","","22.600",""
"C0V800","2020-05-29 00:00:00","256.000","0.000","0.200","24.100","0.960","981.900","","7.500","-99.000","-99.000","-99.000","31.600","","24.100",""
"C0R140","2020-05-29 00:00:00","740.000","131.000","0.900","20.900","1.000","933.000","","27.500","-99.000","-99.000","-99.000","25.400","","20.600",""
"C0K410","2020-05-29 00:00:00","20.000","345.000","0.300","25.900","0.940","1008.600","","55.500","-99.000","-99.000","-99.000","30.200","","24.400",""
"C0M860","2020-05-29 00:00:00","578.000","151.000","0.500","21.200","0.970","948.200","","86.000","-99.000","-99.000","-99.000","28.400","","21.100",""
"C0F000","2020-05-29 00:00:00","273.000","0.000","0.000","23.500","1.000","977.700","","21.000","-99.000","-99.000","-99.000","26.500","","22.800",""
"C0W150","2020-05-29 00:00:00","42.000","61.000","2.200","24.700","0.770","1008.900","","1.500","-99.000","-99.000","-99.000","26.000","","21.200",""
"C0AH90","2020-05-29 00:00:00","660.000","0.000","0.000","20.800","0.990","942.400","","36.000","-99.000","-99.000","-99.000","22.900","","19.400",""
"C0F9K0","2020-05-29 00:00:00","30.000","8.000","1.000","24.500","0.960","1007.200","","27.500","-99.000","-99.000","-99.000","26.600","","23.300",""
"C0H990","2020-05-29 00:00:00","3076.000","236.000","4.500","8.800","0.990","708.600","","67.000","-99.000","-99.000","-99.000","10.500","","8.500",""
"C0V260","2020-05-29 00:00:00","126.000","81.000","1.000","25.100","0.980","997.800","","3.000","-99.000","-99.000","-99.000","33.700","","25.000",""
"C0S970","2020-05-29 00:00:00","19.000","301.000","0.700","25.800","0.920","1010.400","","7.500","-99.000","-99.000","-99.000","28.200","","25.000",""
"C0U940","2020-05-29 00:00:00","25.000","257.000","0.400","23.000","0.990","1011.600","","22.000","-99.000","-99.000","-99.000","26.000","","21.900",""
"C0A860","2020-05-29 00:00:00","362.000","0.000","0.000","21.300","0.970","972.000","","53.500","-99.000","-99.000","-99.000","21.800","","20.000",""
"C0R710","2020-05-29 00:00:00","117.000","341.000","0.900","25.700","0.970","1000.000","","4.000","-99.000","-99.000","-99.000","31.000","","24.500",""
"C0I480","2020-05-29 00:00:00","2165.000","0.000","0.000","14.100","0.990","791.000","","79.500","-99.000","-99.000","-99.000","15.700","","14.000",""
"C0G910","2020-05-29 00:00:00","42.000","137.000","0.300","25.700","0.950","1005.700","","22.000","-99.000","-99.000","-99.000","28.600","","24.800",""
"C0F9M0","2020-05-29 00:00:00","230.000","168.000","0.700","24.500","0.940","985.400","","32.500","-99.000","-99.000","-99.000","27.400","","23.000",""
"C0A930","2020-05-29 00:00:00","216.000","180.000","0.500","21.700","1.000","986.800","","41.500","-99.000","-99.000","-99.000","21.700","","20.400",""
"C0X190","2020-05-29 00:00:00","10.000","185.000","1.100","27.300","0.900","1010.200","","10.000","-99.000","-99.000","-99.000","30.300","","24.700",""
"C0S950","2020-05-29 00:00:00","415.000","0.000","0.100","23.300","1.000","965.800","","4.500","-99.000","-99.000","-99.000","26.300","","22.800",""
"C0A880","2020-05-29 00:00:00","6.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E820","2020-05-29 00:00:00","220.000","0.000","0.000","22.800","0.970","987.200","","85.000","-99.000","-99.000","-99.000","26.000","","21.100",""
"C0K450","2020-05-29 00:00:00","35.000","352.000","0.800","25.900","0.860","1007.100","","53.500","-99.000","-99.000","-99.000","30.800","","23.800",""
"C0G760","2020-05-29 00:00:00","53.000","0.000","0.000","25.200","0.990","1008.200","","112.000","-99.000","-99.000","-99.000","30.200","","24.100",""
"CM0120","2020-05-29 00:00:00","4.000","85.000","0.800","26.200","0.840","1011.200","","15.500","-99.000","-99.000","-99.000","28.800","","25.200",""
"C0I530","2020-05-29 00:00:00","3014.000","223.000","5.000","8.900","1.000","704.400","","100.500","-99.000","-99.000","-99.000","10.300","","8.600",""
"C0M670","2020-05-29 00:00:00","43.000","348.000","0.400","26.200","0.880","1006.300","","30.500","-99.000","-99.000","-99.000","31.100","","23.900",""
"C0Z061","2020-05-29 00:00:00","174.000","308.000","0.900","23.800","0.990","996.800","","7.000","-99.000","-99.000","-99.000","29.800","","23.300",""
"C0M730","2020-05-29 00:00:00","40.000","0.000","0.000","25.900","0.880","1006.300","","15.500","-99.000","-99.000","-99.000","32.100","","25.100",""
"C0U750","2020-05-29 00:00:00","398.000","0.000","0.000","21.000","1.000","968.000","","33.000","-99.000","-99.000","-99.000","21.200","","19.100",""
"C0A650","2020-05-29 00:00:00","287.000","0.000","0.000","18.200","0.950","980.700","","166.500","-99.000","-99.000","-99.000","20.100","","17.500",""
"C0K400","2020-05-29 00:00:00","65.000","0.000","0.000","25.700","0.980","1005.000","","141.000","-99.000","-99.000","-99.000","30.800","","23.600",""
"C0I370","2020-05-29 00:00:00","671.000","0.000","0.000","21.100","0.990","939.100","","71.000","-99.000","-99.000","-99.000","26.800","","21.100",""
"C0S750","2020-05-29 00:00:00","2280.000","0.000","0.100","12.300","1.000","775.900","","10.000","-99.000","-99.000","-99.000","18.300","","12.300",""
"C0R650","2020-05-29 00:00:00","29.000","0.000","0.000","26.300","0.990","1009.700","","90.000","-99.000","-99.000","-99.000","32.300","","24.600",""
