"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0G640","2020-05-29 05:00:00","17.000","0.000","0.000","25.200","0.990","1011.800","","0.000","-99.000","-99.000","-99.000","25.400","","25.100",""
"C0X200","2020-05-29 05:00:00","61.000","28.000","0.400","24.100","0.990","1004.400","","0.000","-99.000","-99.000","-99.000","24.700","","24.100",""
"C0U900","2020-05-29 05:00:00","63.000","132.000","1.700","22.900","0.990","1006.600","","0.000","-99.000","-99.000","-99.000","23.100","","22.800",""
"C0Z230","2020-05-29 05:00:00","31.000","287.000","2.500","24.200","0.880","1009.800","","0.000","-99.000","-99.000","-99.000","25.100","","24.200",""
"C0F9O0","2020-05-29 05:00:00","175.000","0.000","0.000","25.400","0.940","991.000","","4.500","-99.000","-99.000","-99.000","26.400","","25.400",""
"C0R770","2020-05-29 05:00:00","93.000","76.000","1.000","23.500","1.000","1001.300","","0.000","-99.000","-99.000","-99.000","24.600","","23.500",""
"C0C540","2020-05-29 05:00:00","46.000","0.000","0.000","23.200","0.950","1006.300","","0.500","-99.000","-99.000","-99.000","23.300","","22.500",""
"C0G770","2020-05-29 05:00:00","15.000","78.000","0.800","25.900","0.950","1009.500","","0.500","-99.000","-99.000","-99.000","26.500","","25.900",""
"C0V670","2020-05-29 05:00:00","20.000","116.000","1.300","27.000","0.920","1009.100","","1.000","-99.000","-99.000","-99.000","28.100","","27.000",""
"C0A870","2020-05-29 05:00:00","685.000","258.000","2.500","21.200","1.000","934.100","","0.000","-99.000","-99.000","-99.000","21.500","","20.300",""
"C0R220","2020-05-29 05:00:00","23.000","58.000","1.000","25.900","0.900","1009.000","","0.000","-99.000","-99.000","-99.000","26.700","","25.800",""
"C0Z220","2020-05-29 05:00:00","589.000","249.000","1.000","20.800","0.990","948.600","","0.000","-99.000","-99.000","-99.000","21.400","","20.800",""
"C0D560","2020-05-29 05:00:00","147.000","131.000","0.300","23.300","0.970","995.400","","0.000","-99.000","-99.000","-99.000","23.500","","22.800",""
"C0I380","2020-05-29 05:00:00","258.000","0.000","0.000","22.600","0.990","981.900","","0.000","-99.000","-99.000","-99.000","23.800","","22.600",""
"C0Z020","2020-05-29 05:00:00","211.000","300.000","1.500","22.800","0.990","988.000","","0.500","-99.000","-99.000","-99.000","23.300","","22.800",""
"C0Z190","2020-05-29 05:00:00","62.000","268.000","0.500","24.000","0.990","1005.400","","0.500","-99.000","-99.000","-99.000","24.300","","24.000",""
"C0C710","2020-05-29 05:00:00","143.000","0.000","0.000","22.200","0.990","996.000","","0.000","-99.000","-99.000","-99.000","22.200","","22.000",""
"C0D360","2020-05-29 05:00:00","523.000","0.000","0.000","20.700","0.990","952.300","","0.000","-99.000","-99.000","-99.000","21.400","","20.700",""
"C0C680","2020-05-29 05:00:00","228.000","107.000","0.800","22.200","0.950","984.200","","1.500","-99.000","-99.000","-99.000","22.500","","22.000",""
"C0X140","2020-05-29 05:00:00","17.000","120.000","0.800","26.300","0.930","1009.200","","0.000","-99.000","-99.000","-99.000","27.000","","26.000",""
"C0V710","2020-05-29 05:00:00","34.000","109.000","1.000","26.600","0.900","1007.200","","0.000","-99.000","-99.000","-99.000","28.000","","26.600",""
"C0G840","2020-05-29 05:00:00","32.000","0.000","0.000","25.300","1.000","1007.000","","0.000","-99.000","-99.000","-99.000","25.500","","24.900",""
"C0S890","2020-05-29 05:00:00","238.000","360.000","0.800","23.300","1.000","988.800","","0.000","-99.000","-99.000","-99.000","23.900","","23.300",""
"C0T820","2020-05-29 05:00:00","550.000","0.000","0.000","20.300","0.990","955.200","","0.000","-99.000","-99.000","-99.000","22.200","","20.300",""
"C0F9I0","2020-05-29 05:00:00","194.000","159.000","1.300","24.500","1.000","989.100","","1.000","-99.000","-99.000","-99.000","24.600","","24.300",""
"C0C650","2020-05-29 05:00:00","208.000","0.000","0.000","22.200","0.990","987.900","","0.500","-99.000","-99.000","-99.000","22.200","","21.700",""
"C0R600","2020-05-29 05:00:00","766.000","320.000","0.800","23.000","0.900","927.100","","0.000","-99.000","-99.000","-99.000","24.100","","23.000",""
"C0Z320","2020-05-29 05:00:00","646.000","277.000","0.600","19.200","1.000","941.400","","2.500","-99.000","-99.000","-99.000","21.100","","19.200",""
"C0V210","2020-05-29 05:00:00","734.000","0.000","0.000","19.700","0.960","932.500","","0.000","-99.000","-99.000","-99.000","20.500","","19.600",""
"C0K240","2020-05-29 05:00:00","1132.000","117.000","3.700","19.200","0.990","892.100","","0.000","-99.000","-99.000","-99.000","20.100","","19.100",""
"C0M520","2020-05-29 05:00:00","15.000","151.000","0.800","25.400","0.940","1008.900","","0.000","-99.000","-99.000","-99.000","26.300","","25.200",""
"C0E820","2020-05-29 05:00:00","220.000","0.000","0.000","22.500","0.970","986.900","","0.000","-99.000","-99.000","-99.000","22.800","","22.500",""
"C0G760","2020-05-29 05:00:00","53.000","0.000","0.000","25.000","0.990","1007.800","","0.000","-99.000","-99.000","-99.000","25.200","","24.900",""
"CM0120","2020-05-29 05:00:00","4.000","147.000","1.400","25.800","0.860","1010.800","","0.500","-99.000","-99.000","-99.000","26.600","","25.800",""
"C0Z290","2020-05-29 05:00:00","946.000","331.000","0.500","19.600","0.990","909.600","","1.000","-99.000","-99.000","-99.000","20.100","","19.300",""
"C0V680","2020-05-29 05:00:00","40.000","148.000","1.200","26.400","0.930","1006.700","","0.000","-99.000","-99.000","-99.000","27.200","","26.400",""
"C0R760","2020-05-29 05:00:00","336.000","14.000","3.600","23.600","0.990","974.500","","0.000","-99.000","-99.000","-99.000","23.900","","23.500",""
"C0F9U0","2020-05-29 05:00:00","74.000","0.000","0.100","25.400","0.990","1003.000","","7.000","-99.000","-99.000","-99.000","26.200","","25.300",""
"C0AI10","2020-05-29 05:00:00","76.000","139.000","0.300","23.200","0.990","1002.800","","0.500","-99.000","-99.000","-99.000","23.300","","22.900",""
"C0V530","2020-05-29 05:00:00","34.000","0.000","0.000","26.200","1.000","1007.100","","0.000","-99.000","-99.000","-99.000","26.900","","25.800",""
"C0R790","2020-05-29 05:00:00","111.000","347.000","2.500","25.500","0.920","999.800","","0.000","-99.000","-99.000","-99.000","25.900","","25.100",""
"C0R550","2020-05-29 05:00:00","38.000","42.000","0.900","25.500","1.000","1007.800","","0.000","-99.000","-99.000","-99.000","26.500","","25.100",""
"C0F9L0","2020-05-29 05:00:00","253.000","148.000","0.500","24.700","0.990","982.800","","1.000","-99.000","-99.000","-99.000","25.000","","24.600",""
"C0A950","2020-05-29 05:00:00","60.000","178.000","1.500","23.400","1.000","1005.600","","0.000","-99.000","-99.000","-99.000","23.800","","22.500",""
"C0R160","2020-05-29 05:00:00","45.000","47.000","0.700","25.300","0.990","1005.700","","0.000","-99.000","-99.000","-99.000","25.700","","25.200",""
"C0F9S0","2020-05-29 05:00:00","43.000","0.000","0.000","25.200","0.920","1006.700","","6.500","-99.000","-99.000","-99.000","26.000","","25.100",""
"C0M820","2020-05-29 05:00:00","980.000","139.000","0.500","18.200","0.980","906.200","","0.000","-99.000","-99.000","-99.000","18.800","","18.200",""
"C0G870","2020-05-29 05:00:00","12.000","72.000","0.600","25.500","-99.000","1010.800","","2.000","-99.000","-99.000","-99.000","25.900","","25.400",""
"C0R530","2020-05-29 05:00:00","16.000","51.000","1.300","25.900","0.830","1009.300","","0.000","-99.000","-99.000","-99.000","27.100","","25.800",""
"C0O840","2020-05-29 05:00:00","134.000","111.000","0.800","24.900","1.000","994.500","","0.000","-99.000","-99.000","-99.000","25.800","","23.800",""
"C0A890","2020-05-29 05:00:00","40.000","0.000","0.000","22.600","0.980","1007.000","","0.000","-99.000","-99.000","-99.000","22.600","","22.400",""
"C0A660","2020-05-29 05:00:00","97.000","0.000","0.000","22.100","0.990","999.900","","0.000","-99.000","-99.000","-99.000","22.500","","21.900",""
"C0T9H0","2020-05-29 05:00:00","725.000","0.000","0.000","20.600","0.990","933.600","","0.500","-99.000","-99.000","-99.000","20.900","","20.600",""
"C0R270","2020-05-29 05:00:00","51.000","143.000","1.300","25.100","1.000","1004.300","","0.000","-99.000","-99.000","-99.000","25.500","","25.000",""
"C0O980","2020-05-29 05:00:00","18.000","0.000","0.000","24.600","0.990","1010.300","","0.000","-99.000","-99.000","-99.000","25.600","","24.600",""
"C0T9I0","2020-05-29 05:00:00","152.000","217.000","1.000","23.000","0.990","996.600","","0.000","-99.000","-99.000","-99.000","23.400","","23.000",""
"C0V760","2020-05-29 05:00:00","30.000","123.000","1.400","26.200","1.000","1008.200","","0.000","-99.000","-99.000","-99.000","27.300","","26.200",""
"C0AG90","2020-05-29 05:00:00","25.000","0.000","0.000","23.900","0.950","1009.900","","5.500","-99.000","-99.000","-99.000","24.400","","23.800",""
"C0R570","2020-05-29 05:00:00","37.000","14.000","0.900","25.900","0.910","1006.000","","0.000","-99.000","-99.000","-99.000","26.200","","25.800",""
"C0O900","2020-05-29 05:00:00","9.000","116.000","0.400","24.900","0.990","1010.400","","0.000","-99.000","-99.000","-99.000","25.700","","24.900",""
"C0AD00","2020-05-29 05:00:00","86.000","0.000","0.000","24.100","0.930","1002.400","","0.000","-99.000","-99.000","-99.000","24.100","","23.600",""
"C0V700","2020-05-29 05:00:00","24.000","116.000","1.600","26.700","0.900","1007.800","","0.000","-99.000","-99.000","-99.000","28.000","","26.700",""
"C0AH00","2020-05-29 05:00:00","38.000","0.000","0.000","23.000","1.000","1007.200","","2.000","-99.000","-99.000","-99.000","23.300","","22.900",""
"C0X080","2020-05-29 05:00:00","2.000","148.000","1.900","26.000","0.930","1010.800","","0.000","-99.000","-99.000","-99.000","26.600","","25.700",""
"C0G910","2020-05-29 05:00:00","42.000","0.000","0.000","24.800","0.980","1005.500","","2.500","-99.000","-99.000","-99.000","25.600","","24.800",""
"C0I480","2020-05-29 05:00:00","2165.000","0.000","0.000","13.000","0.990","790.000","","0.500","-99.000","-99.000","-99.000","13.900","","12.800",""
"C0R710","2020-05-29 05:00:00","117.000","37.000","2.300","25.200","0.940","999.300","","0.000","-99.000","-99.000","-99.000","25.700","","24.800",""
"C0A860","2020-05-29 05:00:00","362.000","0.000","0.000","21.700","0.970","971.100","","0.000","-99.000","-99.000","-99.000","21.800","","21.300",""
"C0U940","2020-05-29 05:00:00","25.000","256.000","0.800","22.800","0.990","1010.800","","0.500","-99.000","-99.000","-99.000","23.000","","22.500",""
"C0S970","2020-05-29 05:00:00","19.000","299.000","2.000","25.300","0.910","1009.700","","0.000","-99.000","-99.000","-99.000","25.900","","25.100",""
"C0V260","2020-05-29 05:00:00","126.000","8.000","1.500","24.100","0.980","997.300","","0.500","-99.000","-99.000","-99.000","25.200","","24.100",""
"C0H990","2020-05-29 05:00:00","3076.000","229.000","3.300","8.600","0.990","708.000","","0.000","-99.000","-99.000","-99.000","8.800","","8.300",""
"C0F9K0","2020-05-29 05:00:00","30.000","0.000","0.000","25.100","0.960","1006.600","","0.000","-99.000","-99.000","-99.000","25.200","","24.600",""
"C0AH90","2020-05-29 05:00:00","660.000","0.000","0.000","19.600","0.990","941.700","","0.000","-99.000","-99.000","-99.000","20.800","","19.600",""
"C0W150","2020-05-29 05:00:00","42.000","8.000","0.900","24.500","0.740","1007.800","","0.000","-99.000","-99.000","-99.000","24.800","","24.500",""
"C0F000","2020-05-29 05:00:00","273.000","105.000","0.400","23.200","0.990","977.400","","0.000","-99.000","-99.000","-99.000","24.000","","23.200",""
"C0M860","2020-05-29 05:00:00","578.000","0.000","0.000","20.800","0.970","948.000","","0.000","-99.000","-99.000","-99.000","21.100","","20.800",""
"C0K410","2020-05-29 05:00:00","20.000","305.000","1.700","25.000","0.980","1008.300","","18.000","-99.000","-99.000","-99.000","26.100","","25.000",""
"C0R140","2020-05-29 05:00:00","740.000","139.000","0.500","21.400","1.000","932.500","","0.000","-99.000","-99.000","-99.000","21.800","","20.800",""
"C0V800","2020-05-29 05:00:00","256.000","0.000","0.100","23.300","0.960","981.400","","0.000","-99.000","-99.000","-99.000","24.000","","23.300",""
"C0S830","2020-05-29 05:00:00","288.000","0.000","0.200","24.000","0.910","981.600","","0.000","-99.000","-99.000","-99.000","24.400","","23.500",""
"C0S920","2020-05-29 05:00:00","98.000","0.000","0.000","24.800","0.970","996.800","","0.000","-99.000","-99.000","-99.000","25.300","","24.600",""
"C0V640","2020-05-29 05:00:00","35.000","138.000","0.800","26.700","0.960","1007.300","","0.000","-99.000","-99.000","-99.000","28.000","","26.500",""
"C0AH80","2020-05-29 05:00:00","68.000","0.000","0.000","22.800","0.990","1003.600","","0.000","-99.000","-99.000","-99.000","22.900","","22.600",""
"C0K250","2020-05-29 05:00:00","12.000","32.000","0.500","25.100","0.970","1010.200","","0.500","-99.000","-99.000","-99.000","25.300","","24.700",""
"C0R840","2020-05-29 05:00:00","536.000","64.000","2.500","22.300","1.000","952.800","","0.000","-99.000","-99.000","-99.000","23.100","","22.300",""
"C0I410","2020-05-29 05:00:00","180.000","0.000","0.000","23.800","0.940","991.000","","0.000","-99.000","-99.000","-99.000","24.200","","23.300",""
"C0M410","2020-05-29 05:00:00","245.000","0.000","0.200","22.100","0.980","980.900","","0.000","-99.000","-99.000","-99.000","22.600","","22.100",""
"C0F9Z0","2020-05-29 05:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G810","2020-05-29 05:00:00","26.000","300.000","0.300","26.100","0.960","1007.400","","2.000","-99.000","-99.000","-99.000","26.300","","25.900",""
"C0U650","2020-05-29 05:00:00","442.000","0.000","0.000","21.200","1.000","963.600","","0.000","-99.000","-99.000","-99.000","21.400","","21.100",""
"C0D660","2020-05-29 05:00:00","65.000","148.000","0.600","23.600","0.930","1004.200","","0.000","-99.000","-99.000","-99.000","23.700","","23.400",""
"C0E540","2020-05-29 05:00:00","32.000","0.000","0.000","24.000","0.980","1008.200","","0.000","-99.000","-99.000","-99.000","24.000","","23.400",""
"C0W170","2020-05-29 05:00:00","42.000","11.000","2.900","22.000","0.940","1006.600","","0.000","-99.000","-99.000","-99.000","22.800","","21.900",""
"C0Z150","2020-05-29 05:00:00","27.000","236.000","1.400","24.200","0.990","1010.000","","0.000","-99.000","-99.000","-99.000","24.500","","24.100",""
"C0S840","2020-05-29 05:00:00","22.000","290.000","1.300","25.000","0.990","1011.200","","0.500","-99.000","-99.000","-99.000","25.700","","25.000",""
"C0H9A0","2020-05-29 05:00:00","1595.000","286.000","0.800","15.600","0.980","846.800","","0.000","-99.000","-99.000","-99.000","16.500","","15.600",""
"C0Z300","2020-05-29 05:00:00","182.000","357.000","0.600","23.100","0.990","993.300","","0.000","-99.000","-99.000","-99.000","23.400","","23.100",""
"C0G730","2020-05-29 05:00:00","27.000","0.000","0.000","25.000","0.960","1009.200","","0.000","-99.000","-99.000","-99.000","25.100","","24.600",""
"C0V730","2020-05-29 05:00:00","33.000","103.000","0.600","26.400","0.990","1008.200","","0.000","-99.000","-99.000","-99.000","27.200","","26.300",""
"C0SA00","2020-05-29 05:00:00","466.000","0.000","0.000","22.500","1.000","960.300","","0.000","-99.000","-99.000","-99.000","23.000","","22.300",""
"C0S900","2020-05-29 05:00:00","27.000","353.000","1.300","27.300","0.870","1009.600","","2.500","-99.000","-99.000","-99.000","28.000","","27.000",""
"C0C480","2020-05-29 05:00:00","105.000","0.000","0.000","22.900","0.960","999.700","","2.000","-99.000","-99.000","-99.000","23.000","","22.600",""
"C0V720","2020-05-29 05:00:00","15.000","49.000","1.400","26.600","0.990","-99.000","","0.000","-99.000","-99.000","-99.000","27.600","","26.600",""
"C0UA60","2020-05-29 05:00:00","566.000","287.000","1.100","21.300","0.990","949.100","","0.000","-99.000","-99.000","-99.000","21.600","","21.100",""
"C0A980","2020-05-29 05:00:00","11.000","0.000","0.000","23.200","0.990","1011.300","","0.000","-99.000","-99.000","-99.000","23.200","","22.800",""
"C0C670","2020-05-29 05:00:00","250.000","148.000","0.500","22.100","0.960","983.800","","0.500","-99.000","-99.000","-99.000","22.400","","21.500",""
"C0K550","2020-05-29 05:00:00","15.000","335.000","1.400","24.700","0.980","1009.800","","19.000","-99.000","-99.000","-99.000","25.900","","24.700",""
"C0R350","2020-05-29 05:00:00","35.000","36.000","0.800","25.000","0.980","1008.000","","0.000","-99.000","-99.000","-99.000","26.100","","24.900",""
"C0T9F0","2020-05-29 05:00:00","251.000","0.000","0.100","22.600","0.990","984.200","","0.000","-99.000","-99.000","-99.000","23.100","","22.600",""
"C0D390","2020-05-29 05:00:00","146.000","0.000","0.000","23.000","0.980","993.600","","0.000","-99.000","-99.000","-99.000","23.000","","22.600",""
"C0E430","2020-05-29 05:00:00","258.000","189.000","0.500","22.600","0.970","986.000","","0.000","-99.000","-99.000","-99.000","22.700","","22.500",""
"C0O990","2020-05-29 05:00:00","18.000","0.000","0.000","25.000","0.990","1008.900","","0.000","-99.000","-99.000","-99.000","25.900","","25.000",""
"CM0010","2020-05-29 05:00:00","68.000","-99.000","-99.000","23.300","0.890","1004.600","","3.000","-99.000","-99.000","-99.000","23.400","","22.800",""
"C0K500","2020-05-29 05:00:00","12.000","302.000","1.000","25.300","0.990","1009.000","","9.500","-99.000","-99.000","-99.000","25.800","","25.300",""
"C0X260","2020-05-29 05:00:00","39.000","161.000","0.400","25.300","0.970","1007.100","","0.000","-99.000","-99.000","-99.000","26.000","","25.300",""
"C0ACA0","2020-05-29 05:00:00","25.000","0.000","0.000","23.700","1.000","1008.100","","0.000","-99.000","-99.000","-99.000","23.800","","23.400",""
"C0X180","2020-05-29 05:00:00","62.000","94.000","1.000","24.800","0.990","1003.200","","0.000","-99.000","-99.000","-99.000","25.300","","24.700",""
"C0F930","2020-05-29 05:00:00","100.000","99.000","0.500","25.700","1.000","999.800","","0.500","-99.000","-99.000","-99.000","25.700","","25.200",""
"C0I010","2020-05-29 05:00:00","1562.000","97.000","0.700","16.800","0.930","849.100","","0.000","-99.000","-99.000","-99.000","17.200","","16.400",""
"C0R190","2020-05-29 05:00:00","32.000","0.000","0.000","24.700","0.990","1007.300","","0.000","-99.000","-99.000","-99.000","25.300","","24.700",""
"C0E420","2020-05-29 05:00:00","19.000","0.000","0.000","23.500","0.960","1007.600","","0.000","-99.000","-99.000","-99.000","23.500","","22.800",""
"C0I460","2020-05-29 05:00:00","110.000","185.000","1.600","24.800","0.940","999.300","","0.000","-99.000","-99.000","-99.000","25.100","","24.500",""
"C0A9F0","2020-05-29 05:00:00","35.000","0.000","0.000","23.600","1.000","1008.400","","2.000","-99.000","-99.000","-99.000","24.200","","23.600",""
"C0F9A0","2020-05-29 05:00:00","425.000","106.000","0.800","23.000","0.990","963.900","","0.500","-99.000","-99.000","-99.000","23.700","","22.600",""
"C0O950","2020-05-29 05:00:00","4.000","0.000","0.000","26.200","1.000","1009.800","","0.000","-99.000","-99.000","-99.000","27.000","","26.100",""
"C0M760","2020-05-29 05:00:00","40.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AH70","2020-05-29 05:00:00","34.000","102.000","0.400","23.800","0.850","1008.400","","6.500","-99.000","-99.000","-99.000","24.000","","23.500",""
"C0V250","2020-05-29 05:00:00","298.000","32.000","1.000","23.000","0.990","977.800","","0.000","-99.000","-99.000","-99.000","23.700","","23.000",""
"C0U980","2020-05-29 05:00:00","573.000","76.000","0.900","21.300","1.000","949.800","","0.000","-99.000","-99.000","-99.000","21.300","","21.100",""
"C0S740","2020-05-29 05:00:00","289.000","0.000","0.200","22.300","1.000","981.100","","0.500","-99.000","-99.000","-99.000","22.900","","22.300",""
"C0A940","2020-05-29 05:00:00","49.000","0.000","0.000","23.000","0.950","1006.600","","0.500","-99.000","-99.000","-99.000","23.000","","22.700",""
"C0A920","2020-05-29 05:00:00","196.000","0.000","0.000","22.800","0.960","989.100","","0.000","-99.000","-99.000","-99.000","23.000","","22.400",""
"C0T870","2020-05-29 05:00:00","135.000","0.000","0.000","22.300","0.990","997.100","","0.000","-99.000","-99.000","-99.000","23.300","","22.300",""
"C0O930","2020-05-29 05:00:00","69.000","62.000","1.400","24.400","0.900","1003.300","","0.000","-99.000","-99.000","-99.000","24.900","","24.400",""
"C0AI40","2020-05-29 05:00:00","37.000","0.000","0.000","24.100","0.910","1008.100","","0.000","-99.000","-99.000","-99.000","24.100","","23.700",""
"C0C460","2020-05-29 05:00:00","482.000","0.000","0.000","22.200","0.980","958.800","","0.000","-99.000","-99.000","-99.000","22.500","","22.100",""
"C0E520","2020-05-29 05:00:00","320.000","0.000","0.000","22.900","1.000","976.600","","2.500","-99.000","-99.000","-99.000","23.300","","22.900",""
"C0T9D0","2020-05-29 05:00:00","7.000","0.000","0.000","23.600","1.000","1012.400","","0.000","-99.000","-99.000","-99.000","23.800","","23.400",""
"C0I390","2020-05-29 05:00:00","1184.000","82.000","0.600","17.600","0.990","886.400","","0.000","-99.000","-99.000","-99.000","18.600","","17.600",""
"C0B020","2020-05-29 05:00:00","86.000","264.000","2.000","23.100","0.990","1000.600","","-99.000","-99.000","-99.000","-99.000","24.200","","22.700",""
"CM0170","2020-05-29 05:00:00","106.000","89.000","2.300","23.400","0.990","1000.800","","0.500","-99.000","-99.000","-99.000","24.300","","23.000",""
"C0F860","2020-05-29 05:00:00","2215.000","0.000","0.200","13.400","1.000","782.900","","0.000","-99.000","-99.000","-99.000","14.700","","13.400",""
"C0U890","2020-05-29 05:00:00","116.000","255.000","1.600","22.800","0.990","1000.400","","0.000","-99.000","-99.000","-99.000","23.200","","22.700",""
"C0G800","2020-05-29 05:00:00","15.000","0.000","0.000","25.000","0.990","1009.400","","0.500","-99.000","-99.000","-99.000","25.200","","25.000",""
"C0F850","2020-05-29 05:00:00","379.000","152.000","0.700","22.500","0.990","969.000","","11.000","-99.000","-99.000","-99.000","23.000","","22.500",""
"C0AH50","2020-05-29 05:00:00","275.000","124.000","0.400","22.400","0.990","980.600","","0.000","-99.000","-99.000","-99.000","22.500","","21.600",""
"C0Z160","2020-05-29 05:00:00","124.000","0.000","0.000","23.300","0.980","1001.700","","0.000","-99.000","-99.000","-99.000","23.900","","23.300",""
"C0R540","2020-05-29 05:00:00","17.000","33.000","1.000","26.800","0.910","1009.200","","0.000","-99.000","-99.000","-99.000","27.600","","26.500",""
"C0K480","2020-05-29 05:00:00","56.000","60.000","1.000","-99.000","0.640","1004.800","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0H890","2020-05-29 05:00:00","440.000","0.000","0.000","21.900","0.990","962.300","","0.000","-99.000","-99.000","-99.000","22.100","","21.800",""
"C0S770","2020-05-29 05:00:00","375.000","0.000","0.200","22.900","1.000","970.200","","0.000","-99.000","-99.000","-99.000","23.600","","22.600",""
"C0X230","2020-05-29 05:00:00","29.000","158.000","1.700","25.600","0.900","1009.100","","0.000","-99.000","-99.000","-99.000","26.100","","25.300",""
"C0B010","2020-05-29 05:00:00","38.000","299.000","0.700","23.000","1.000","1005.200","","0.500","-99.000","-99.000","-99.000","23.000","","22.900",""
"C0R490","2020-05-29 05:00:00","49.000","0.000","0.000","25.800","1.000","1005.500","","0.000","-99.000","-99.000","-99.000","26.400","","25.800",""
"C0V440","2020-05-29 05:00:00","27.000","136.000","0.400","26.500","0.930","1008.000","","0.000","-99.000","-99.000","-99.000","27.400","","26.500",""
"C0SA40","2020-05-29 05:00:00","200.000","0.000","0.100","23.600","0.970","990.400","","0.000","-99.000","-99.000","-99.000","23.700","","23.400",""
"C0Z280","2020-05-29 05:00:00","224.000","227.000","0.600","23.100","0.990","988.700","","0.000","-99.000","-99.000","-99.000","23.500","","23.100",""
"C0Z070","2020-05-29 05:00:00","247.000","0.000","0.000","23.100","0.990","984.500","","0.000","-99.000","-99.000","-99.000","23.100","","22.800",""
"CM0180","2020-05-29 05:00:00","313.000","0.000","0.100","22.700","0.980","977.600","","0.000","-99.000","-99.000","-99.000","23.400","","22.700",""
"C0T9N0","2020-05-29 05:00:00","261.000","108.000","0.300","22.800","1.000","983.400","","0.000","-99.000","-99.000","-99.000","23.200","","22.800",""
"C0R800","2020-05-29 05:00:00","131.000","0.000","0.100","24.100","0.980","996.700","","0.000","-99.000","-99.000","-99.000","24.700","","24.100",""
"C0K470","2020-05-29 05:00:00","97.000","101.000","1.400","24.300","0.990","1000.300","","0.000","-99.000","-99.000","-99.000","24.400","","23.600",""
"C0R720","2020-05-29 05:00:00","214.000","344.000","2.100","24.500","0.960","988.400","","0.000","-99.000","-99.000","-99.000","24.900","","24.200",""
"C0D540","2020-05-29 05:00:00","227.000","0.000","0.000","22.900","0.980","987.200","","0.500","-99.000","-99.000","-99.000","22.900","","22.500",""
"C0K420","2020-05-29 05:00:00","42.000","90.000","0.300","24.700","0.950","1006.500","","0.000","-99.000","-99.000","-99.000","25.600","","24.500",""
"C0Z180","2020-05-29 05:00:00","34.000","0.000","0.100","24.100","0.990","1008.300","","1.000","-99.000","-99.000","-99.000","24.300","","24.100",""
"C0AD10","2020-05-29 05:00:00","27.000","92.000","0.600","23.800","1.000","1008.500","","0.500","-99.000","-99.000","-99.000","23.900","","23.400",""
"C0M720","2020-05-29 05:00:00","225.000","97.000","0.600","24.300","0.870","985.900","","0.000","-99.000","-99.000","-99.000","24.700","","23.700",""
"C0V450","2020-05-29 05:00:00","51.000","0.000","0.000","25.500","0.970","1005.400","","10.000","-99.000","-99.000","-99.000","25.900","","25.000",""
"C0R280","2020-05-29 05:00:00","242.000","65.000","0.300","23.500","1.000","985.200","","0.000","-99.000","-99.000","-99.000","24.400","","23.500",""
"C0E610","2020-05-29 05:00:00","850.000","0.000","0.000","20.500","0.960","919.300","","0.000","-99.000","-99.000","-99.000","21.100","","20.500",""
"C0Z310","2020-05-29 05:00:00","59.000","359.000","0.700","23.500","0.990","1006.100","","0.000","-99.000","-99.000","-99.000","23.700","","23.400",""
"C0S700","2020-05-29 05:00:00","507.000","203.000","0.400","21.300","1.000","957.200","","0.000","-99.000","-99.000","-99.000","22.000","","21.100",""
"C0T9G0","2020-05-29 05:00:00","605.000","0.000","0.000","21.000","0.990","947.400","","0.500","-99.000","-99.000","-99.000","21.500","","21.000",""
"C0U520","2020-05-29 05:00:00","517.000","236.000","0.400","20.800","0.990","957.200","","0.000","-99.000","-99.000","-99.000","21.300","","20.700",""
"C0E750","2020-05-29 05:00:00","62.000","39.000","0.400","24.100","0.980","1002.800","","0.000","-99.000","-99.000","-99.000","24.200","","23.700",""
"C0R810","2020-05-29 05:00:00","25.000","29.000","0.700","26.100","0.880","1009.200","","0.000","-99.000","-99.000","-99.000","26.400","","25.700",""
"C0G660","2020-05-29 05:00:00","27.000","109.000","0.500","26.200","1.000","1010.000","","0.000","-99.000","-99.000","-99.000","26.400","","26.100",""
"C0W140","2020-05-29 05:00:00","21.000","60.000","0.500","23.900","0.740","1010.200","","0.000","-99.000","-99.000","-99.000","24.400","","23.500",""
"C0U720","2020-05-29 05:00:00","1260.000","273.000","0.500","17.500","0.990","887.600","","1.500","-99.000","-99.000","-99.000","18.900","","17.500",""
"C0R690","2020-05-29 05:00:00","248.000","79.000","0.900","23.500","1.000","983.300","","0.000","-99.000","-99.000","-99.000","24.500","","23.500",""
"C0X150","2020-05-29 05:00:00","18.000","145.000","1.400","26.300","0.900","1010.600","","0.000","-99.000","-99.000","-99.000","27.400","","26.300",""
"C0Z050","2020-05-29 05:00:00","830.000","275.000","0.500","18.900","0.980","923.400","","0.000","-99.000","-99.000","-99.000","20.500","","18.900",""
"C0I490","2020-05-29 05:00:00","1601.000","90.000","1.500","16.000","0.990","842.800","","0.000","-99.000","-99.000","-99.000","16.800","","16.000",""
